short_distance,long_distance,x_value,y1_value,y2_value,y3_value,DB_scan_overlap
6.129534246084941,1281.7560446515954,19.237867854321323,8.179561183870643,2.0500269377857014,1283.8060715893812,0.9951944351196289
0.39215643261874256,1236.7784669836115,64.58508719035356,8.963345670278676,9.355502102897418,1246.1339690865088,0.9996824264526367
1.0022502508573785,949.5867810616545,75.66421556081741,3.8993317628659563,4.901582013723335,954.4883630753778,0.9989442825317383
0.49819037006664413,1406.302004382248,16.757795133769616,5.915056419494109,6.413246789560753,1412.7152511718089,0.9996452331542969
5.100978969348187,901.8917203486996,72.75305024921512,3.9698715399287785,9.070850509276966,910.9625708579765,0.9943437576293945
2.0603786812634315,633.1313300472407,1.12648575080736,6.361746250726981,4.301367569463549,637.4326976167042,0.996734619140625
5.531064297107432,1137.499655727364,87.8000977617853,6.528072928680865,0.9970086315734339,1138.4966643589373,0.9951133728027344
3.498445046307264,642.3738554108627,59.86053569738434,9.260027234119775,5.761582187812511,648.1354375986753,0.9945240020751953
4.4300966487654,638.6791828054328,18.10744149882828,0.5375061459749064,4.967602794740307,643.6467856001731,0.9930629730224609
4.5142482573830796,350.75508454495855,26.155029471842816,6.235276011352867,1.7210277539697871,352.47611229892834,0.9869613647460938
0.14156195206748712,1088.0915646132767,60.98993980524045,0.30544816033968636,0.4470101124071735,1088.538574725684,0.9998693466186523
8.043656317709965,1104.2442182583065,17.020876466721212,8.447264486466539,0.403608168756574,1104.6478264270631,0.9926614761352539
1.342171826418178,736.925336860191,97.49848622076402,6.33658023397163,4.994408407553452,741.9197452677445,0.9981746673583984
0.10078363169515825,321.8588491170298,71.52846468504166,8.873924502433782,8.97470813412894,330.83355725115877,0.9996862411499023
0.4482601591667317,549.5999448812888,42.142921565935396,4.491818890731729,4.94007904989846,554.5400239311873,0.9991836547851562
1.9200623590804229,680.1905789192709,63.05309117895669,8.936844438010954,7.0167820789305315,687.2073609982015,0.9971685409545898
2.5954255814004767,1051.4339354278684,93.76386800375987,4.882543341245306,2.287117759844829,1053.7210531877133,0.9975252151489258
3.2185132507665157,1446.4219843222252,50.38888201506991,4.404350999254115,1.1858377484875993,1447.6078220707127,0.9977693557739258
3.3378745861364463,765.3120746233476,42.987784481035455,5.424371461136169,8.762246047272615,774.0743206706202,0.9956378936767578
4.359757880792611,1348.327541275894,54.72853942791159,6.7987799182660344,2.439022037473423,1350.7665633133674,0.9967555999755859
3.64527672260842,807.1642145073085,29.87582333579174,2.5365006630038156,6.181777385612236,813.3459918929208,0.9954833984375
5.017211316144751,878.9703511803763,10.6276142350207,4.343832319287422,9.361043635432173,888.3313948158085,0.9942913055419922
1.6021759350429288,1192.4189777232543,76.28273799660519,1.738644942021066,0.13646900697813713,1192.5554467302325,0.9986543655395508
0.1625557547397234,368.74456465544876,25.760350329349446,5.0018565217986675,4.839300767058944,373.5838654225077,0.9995584487915039
3.1448804820223275,1188.8033306149937,41.361719857014535,2.7674444547753785,5.912324936797706,1194.7156555517913,0.9973545074462891
2.040469400712224,1438.3003954753087,90.49456706215398,7.461854987600439,5.421385586888215,1443.721781062197,0.9985790252685547
2.462401215445014,849.7137730512229,64.6214320122301,3.938635355507556,6.40103657095257,856.1148096221755,0.9971017837524414
7.612313723305332,398.96828985924725,39.662387267483034,7.986979537879709,0.3746658145743764,399.3429556738216,0.9805488586425781
1.0525129200936068,1274.056671597027,82.8438094489077,4.46271830029607,5.515231220389677,1279.5719028174167,0.9991731643676758
5.88089506597978,932.7520130899917,63.52113298635697,5.931369972640637,0.050474906660856744,932.8024879966525,0.9936542510986328
1.178618091788005,454.4713505607964,17.58352095737621,9.433309338465147,8.254691246677142,462.72604180747356,0.9973993301391602
